,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Rating
190,Oppo F15,True,True,True,False,"2020, January 16","Available. Released 2020, January",160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in),172 g (6.07 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 430 nits (typ)","6.4 inches, 100.4 cm2 (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), upgradable to Android 11, ColorOS 11.1",Mediatek MT6771V Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","20W wired, 50% in 30 min (advertised)",,"Lightening Black, Unicorn White",CPH2001,1.20 W/kg (head)     0.55 W/kg (body)     ,,"₹ 11,599",,,
191,Oppo Reno3 Pro 5G,True,True,True,True,"2019, December","Available. Released 2019, December",159.4 x 72.4 x 7.7 mm (6.28 x 2.85 x 0.30 in),171 g (6.03 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 90Hz, 500 nits (typ)","6.5 inches, 103.5 cm2 (~89.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom
8 MP, f/2.2, 115˚ (ultrawide), 1/3.2"", 1.4µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/240fps; gyro-EIS, OIS","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min (advertised)",,"Black, White, Starry Night, Sunrise, Classic Blue","PCRM00, PCRT00, CPH2009",,0.82 W/kg (head)     1.29 W/kg (body)     ,About 430 EUR,"
AnTuTu: 308231 (v8)
GeekBench: 1815 (v5.1)
GFXBench: 18fps (ES 3.1 onscreen)",Endurance rating 100h,3.9
192,Oppo Reno3 Youth,True,True,True,True,"2020, February 08","Available. Released 2020, February 14",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 430 nits (typ)","6.4 inches, 98.9 cm2 (~83.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,128GB 8GB RAM,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS, BDS (B1I+B2a), GALILEO, QZSS",Yes,Unspecified,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min (advertised)",,"White, Black, Gold",PCLM50,,,About 400 EUR,,,
193,Oppo Reno3 5G,True,True,True,True,"2019, December","Available. Released 2019, December",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),181 g (6.38 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 430 nits (typ)","6.4 inches, 100.4 cm2 (~84.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7",Mediatek Dimensity 1000L (7 nm),Octa-core (2x2.2 GHz Cortex-A77 & 6x2.0 GHz Cortex A55),Mali-G77 MP9,No,"128GB 8GB RAM, 128GB 12GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",Yes,Unspecified,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min (advertised)",,"White, Black, Starry Night Blue, Sunrise","PCHM30, PDCM00, A001OP",,,About 440 EUR,,,
194,Oppo A91,True,True,True,False,"2019, December 20","Available. Released 2019, December",160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in),172 g (6.07 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 430 nits (typ)","6.4 inches, 100.4 cm2 (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), upgradable to Android 11, ColorOS 11",Mediatek MT6771V Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","20W wired, 50% in 30 min (advertised)",,"Lightening Black, Unicorn White, Blazing Blue, Red","PCPM00, CPH2001, CPH2021",,,About 200 EUR,,,
195,Oppo A8,True,True,True,False,"2019, December","Available. Released 2019, December",163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in),180 g (6.35 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (typ)","6.5 inches, 102.8 cm2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"Android 9.0 (Pie), ColorOS 6.1",Mediatek MT6765V/CB Helio P35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"128GB 4GB RAM, 64GB 4GB RAM","12 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 4230 mAh, non-removable",,,"Green, Black",PDBM00,,,About 150 EUR,,,
196,Oppo A11,True,True,True,False,"2019, October","Available. Released 2019, October",163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in),195 g (6.88 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.5 inches, 102.0 cm2 (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 9.0 (Pie), ColorOS 6.0",Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","12 MP, f/1.8, (wide), PDAF
8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm, AF
2 MP, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS, BDS",No,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","10W wired
Reverse wired",,"Purple, Lake Green, Cloud White","PCHM10, PCHT10",,,About 200 EUR,,,
197,Oppo K5,True,True,True,False,"2019, October","Available. Released 2019, October",158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in),182 g (6.42 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED, 430 nits (typ)","6.4 inches, 101.0 cm2 (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 6.1",Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","30W wired, 67% in 30 min (advertised)",,"Cyber ​​metal, Fantasy forest, Polar sunshine",PCNM00,,,About 240 EUR,,,
198,Oppo Reno Ace,True,True,True,False,"2019, October","Available. Released 2019, October",161 x 75.7 x 8.7 mm (6.34 x 2.98 x 0.34 in),200 g (7.05 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 90Hz, HDR10, 500 nits (typ)","6.5 inches, 103.5 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 6,,"Android 9.0 (Pie), upgradable to Android 10, ColorOS 7.0",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),Adreno 640 (700 MHz),No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm, AF
2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps; (gyro-EIS); video rec. only with main camera","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS, BDS",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","65W wired, 100% in 30 min (advertised)",,"Electric purple, Interstellar blue, Gundam Edition",PCLM10,,,About 380 EUR,"
AnTuTu: 354367 (v7), 434063 (v8)
GeekBench: 11008 (v4.4), 2627 (v5.1)
GFXBench: 35fps (ES 3.1 onscreen)",Endurance rating 99h,4.3
199,Oppo Reno A,True,True,True,False,"2019, September","Available. Released 2019, October",158.4 x 75.4 x 7.8 mm (6.24 x 2.97 x 0.31 in),169.5 g (6.00 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP67 dust/water resistant (up to 1m for 30 min),AMOLED,"6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), ColorOS 6",Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,microSDXC (uses shared SIM slot),128GB 6GB RAM,"16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF
2 MP, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps","25 MP, f/2.4, 1/2.8"", 0.9µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3600 mAh, non-removable",,,"Blue, Black",CPH1983,,,About 280 EUR,,,
200,Oppo A5 (2020),True,True,True,False,"2019, September 21","Available. Released 2019, October",163.6 x 75.4 x 9.1 mm (6.44 x 2.97 x 0.36 in),195 g (6.88 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (typ)","6.5 inches, 102.0 cm2 (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Corning Gorilla Glass 3,,"Android 9.0 (Pie), ColorOS 6.1",Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.8"", 1.25µm, PDAF
8 MP, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth) 
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (market dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",Reverse wired,,"Mirror Black, Dazzling White","CPH1931, CPH1959, CPH1933, CPH1935, CPH1943",,,About 170 EUR,,,
201,Oppo A9 (2020),True,True,True,False,"2019, September 10","Available. Released 2019, September",163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in),195 g (6.88 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (typ)","6.5 inches, 102.0 cm2 (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Corning Gorilla Glass 3,,"Android 9.0 (Pie), upgradable to Android 10, ColorOS 7.1",Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM","48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm, AF
2 MP, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","10W wired
Reverse wired",,"Marine Green, Space Purple, Vanilla Mint","CPH1937, CPH1939, CPH1941",,,About 150 EUR,,,
202,Oppo Reno2,True,True,True,False,"2019, August 28","Available. Released 2019, September",160 x 74.3 x 9.5 mm (6.30 x 2.93 x 0.37 in),189 g (6.67 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",,AMOLED,"6.5 inches, 104.1 cm2 (~87.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",Corning Gorilla Glass 6,,"Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0",Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps (gyro-EIS); video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",20W wired,,"Luminous Black, Ocean Blue, Sunset Pink","PCKM70, PCKT00, PCKM00, CPH1907",,,About 500 EUR,"
AnTuTu: 214097 (v7), 261990 (v8)
GeekBench: 7001 (v4.4)
GFXBench: 14fps (ES 3.1 onscreen)",Endurance rating 102h,4.0
203,Oppo Reno2 F,True,True,True,False,"2019, August 28","Available. Released 2019, October",162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in),195 g (6.88 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,AMOLED,"6.5 inches, 104.8 cm2 (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), upgradable to Android 11, ColorOS 11",Mediatek MT6771V Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 6GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.3"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","1080p@30fps, gyro-EIS; video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",20W wired,,"Sky White, Lake Green",CPH1989,,,About 340 EUR,,,
204,Oppo Reno2 Z,True,True,True,False,"2019, August 28","Available. Released 2019, September",162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in),195 g (6.88 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,AMOLED,"6.53 inches, 104.7 cm2 (~85.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), upgradable to Android 11, ColorOS 11",Mediatek MT6779 Helio P90 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),PowerVR GM9446,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS)","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,USB Type-C,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",20W wired,,"Sky White, Luminous Black","PCKM70, PCKT00, PCKM00, CPH1945, CPH1951, PCKM80",,,About 330 EUR,,,
205,Oppo Reno Z,True,True,True,False,"2019, May","Available. Released 2019, June",157.3 x 74.9 x 9.1 mm (6.19 x 2.95 x 0.36 in),186 g (6.56 oz),"Glass front (Gorilla Glass 5), glass back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, HDR10","6.4 inches, 101.0 cm2 (~85.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0",Mediatek MT6779 Helio P90 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),PowerVR GM9446,No,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps (gyro-EIS)","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, EDR, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"USB Type-C, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4035 mAh, non-removable",20W wired,,"Jet Black, Aurora Purple - EuropeStar Purple, Extreme Night Black, Coral Orange, Bead White - China","PCDM10, CPH1979",,,About 330 EUR,,,
206,Oppo K3,True,True,True,False,"2019, May","Available. Released 2019, May",161.2 x 76 x 9.4 mm (6.35 x 2.99 x 0.37 in),191 g (6.74 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,AMOLED,"6.5 inches, 104.8 cm2 (~85.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), ColorOS 6",Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,No,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","16 MP, f/1.7, 1/2.5"", 1.12µm, PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3765 mAh, non-removable",20W wired,,"Black, Nebula Purple, Morning White","CPH1955, PCGM00",,,About 210 EUR,,,
