,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
217,vivo X70,TRUE,TRUE,TRUE,TRUE,"2021, September 09","Available. Released 2021, September 30",160.1 x 75.4 x 7.6 mm (6.30 x 2.97 x 0.30 in),181/182 g (6.42 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 120Hz, HDR10+","6.56 inches, 104.6 cm2 (~86.6% screen-to-body ratio)",1080 x 2376 pixels (~398 ppi density),,,"Android 11, Funtouch OS 12 (International), OriginOS 1.0 (China)",Mediatek Dimensity 1200 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 128GB 12GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","40 MP, f/1.9, (wide), 1.0µm, PDAF
12 MP, f/2.0, 50mm (telephoto), 1/2.93"", 1.22µm, PDAF, 2x optical zoom
12 MP, f/2.2, 16mm, 116˚ (ultrawide), 1/3.1"", 1.12µm","Zeiss optics, Zeiss T* lens coating, Pixel Shift, dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS, NavIC",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4400 mAh, non-removable","44W wired
5W reverse wired",,"Cosmic Black, Aurora Dawn, White","V2133A, V2104",,,About 520 EUR,,,"671,790 hits",
218,vivo Y33s,TRUE,TRUE,TRUE,FALSE,"2021, August 24","Available. Released 2021, August 24",164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),182 g (6.42 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.58 inches, 104.3 cm2 (~83.4% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,"Android 11, Funtouch 11.1",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",LED flash,1080p@30fps,"16 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5000 mAh, non-removable","18W wired
5W reverse wired",,"Mirror Black, Midday Dream",V2109,,,"₹ 11,999",,,"2,540,299 hits",
219,vivo Y21,TRUE,TRUE,TRUE,FALSE,"2021, August 20","Available. Released 2021, August 20",164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.51 inches, 102.3 cm2 (~81.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 11, Funtouch 11.1",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (macro)",LED flash,1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5000 mAh, non-removable",18W wired,,"Diamond Glow, Midnight Blue",V2111,,,"₹ 7,950",,,"3,995,564 hits",
220,vivo iQOO 8 Pro,TRUE,TRUE,TRUE,TRUE,"2021, August 17","Available. Released 2021, August 26",165 x 75.2 x 9.2 mm (6.50 x 2.96 x 0.36 in),205 g (7.23 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"LTPO AMOLED, 120Hz, HDR10+, Dolby Vision, 1500 nits (peak)","6.78 inches, 111.0 cm2 (~89.4% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~518 ppi density)",,,"Android 11, OriginOS 1.0",Qualcomm SM8350 Snapdragon 888+ 5G (5 nm),Octa-core (1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, PDAF, gimbal OIS
16 MP, f/2.2, 60mm (telephoto), 1/3.1"", 1.0µm, PDAF, OIS, 2.5x optical zoom
48 MP, f/2.2, 14mm, 114˚ (ultrawide), 0.8µm, AF","Dual-LED dual-tone flash, HDR, panorama","8K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.4, (wide)",HDR,"1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD, aptX Adaptive","GPS, GLONASS, GALILEO, BDS",Yes,Yes,USB Type-C 2.0,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass","4500 mAh, non-removable","120W wired, 100% in 18 min (advertised)
50W wireless
10W reverse wireless",,"White (BMW M branding), Black, Pilot Edition","V2141A, I2017",,,About 660 EUR,,,"484,942 hits",
221,vivo iQOO U3x Standard,TRUE,TRUE,TRUE,FALSE,"2021, June 07","Available. Released 2021, June 09",164.4 x 76.3 x 8.4 mm (6.47 x 3.00 x 0.33 in),191.4 g (6.74 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.51 inches, 102.3 cm2 (~81.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 11, OriginOS 1.0 for iQOO",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM","13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR",1080p@30fps,"8 MP, f/1.8, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX","GPS, GLONASS, GALILEO, BDS",No,No,"microUSB 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable",18W wired,,"Black, Silver",V2143A,,,About 120 EUR,,,"36,603 hits",
222,vivo iQOO 8,TRUE,TRUE,TRUE,TRUE,"2021, August 17","Available. Released 2021, August 24",159 x 75.1 x 8.6 mm (6.26 x 2.96 x 0.34 in),200 g (7.05 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 120Hz, HDR10","6.56 inches, 104.6 cm2 (~87.6% screen-to-body ratio)",1080 x 2376 pixels (~398 ppi density),,,"Android 11, OriginOS 1.0",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,Adreno 660,No,"128GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 23mm (wide), 1/2.0"", 0.8µm, PDAF
13 MP, f/2.2, 50mm (telephoto), PDAF
13 MP, f/2.2, 120˚ (ultrawide)","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide)",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD",GPS,Yes,No,USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4350 mAh, non-removable",120W wired,,"White, Orange, Black",V2136A,,,About 500 EUR,,,"274,105 hits",
223,vivo Y12a,TRUE,TRUE,TRUE,FALSE,"2021, June 21","Available. Released 2021, June 21",164.4 x 76.3 x 8.4 mm (6.47 x 3.00 x 0.33 in),191 g (6.74 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.51 inches, 102.3 cm2 (~81.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 11, Funtouch 11",Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),Adreno 505,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, Panorama",1080p@30fps,"8 MP, f/1.8",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP","GPS, GLONASS, GALILEO, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable","10W wired
5W reverse wired",,"Phantom Black, Glacier Blue",V2102,,,About 120 EUR,,,"459,869 hits",
224,vivo S10 Pro,TRUE,TRUE,TRUE,TRUE,"2021, July 15","Available. Released 2021, July 22",158.2 x 73.7 x 7.3 mm (6.23 x 2.90 x 0.29 in),173 g (6.10 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 90Hz, HDR10+","6.44 inches, 100.1 cm2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,,"Android 11, OriginOS 1.0",Mediatek Dimensity 1100 (6 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 256GB 12GB RAM","108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","44 MP, f/2.0, (wide), AF
8 MP, f/2.3, 105˚ (ultrawide)","Dual-LED flash, HDR","4K@30fps, 1080p@30fps",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4050 mAh, non-removable",44W wired,,"Black, White, Gradient Blue, Yellow",V2121A,,,About 500 EUR,,,"374,126 hits",
225,vivo S10,TRUE,TRUE,TRUE,TRUE,"2021, July 15","Available. Released 2021, July 22",158.2 x 73.7 x 7.3 mm (6.23 x 2.90 x 0.29 in),173 g (6.10 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 90Hz, HDR10+","6.44 inches, 100.1 cm2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,,"Android 11, OriginOS 1.0",Mediatek Dimensity 1100 (6 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.9, 26mm (wide), PDAF
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","44 MP, f/2.0, (wide), AF
8 MP, f/2.3, 105˚ (ultrawide)","Dual-LED flash, HDR","4K@30fps, 1080p@30fps",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",No,No,"USB Type-C, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4050 mAh, non-removable",44W wired,,"Black, White, Gradient Blue, Yellow",V2121A,,,About 370 EUR,,,"180,279 hits",
226,vivo Y73,TRUE,TRUE,TRUE,FALSE,"2021, June 10","Available. Released 2021, June 12",161.2 x 74.4 x 7.4 mm (6.35 x 2.93 x 0.29 in),170 g (6.00 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, HDR10, 430 nits (typ), 570 nits (HBM)","6.44 inches, 100.1 cm2 (~83.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,,"Android 11, Funtouch 11.1",Mediatek MT6785V/CD Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),128GB 8GB RAM,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4000 mAh, non-removable","33W wired, 61% in 30 min (advertised)",,"Diamond Flare, Roman Black","V2059, V2146, V2212, V2168",0.72 W/kg (head)     0.48 W/kg (body)     ,,"₹ 13,399",,,"949,548 hits",
227,vivo Y72 5G (India),TRUE,TRUE,TRUE,TRUE,"2021, July 15","Available. Released 2021, July 15",164.2 x 75.4 x 8.4 mm (6.46 x 2.97 x 0.33 in),185.5 g (6.56 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz, HDR10, 460 nits (typ)","6.58 inches, 104.3 cm2 (~84.2% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,"Android 11, Funtouch 11.1",Qualcomm SM4350 Snapdragon 480 5G (8 nm),Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460),Adreno 619,No,128GB 8GB RAM,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/1.8, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable",18W wired,,"Prism Magic, Slate Grey",V2060,1.04 W/kg (head)     ,,About 240 EUR,,,"151,598 hits",
228,vivo Y53s 4G,TRUE,TRUE,TRUE,FALSE,"2021, July 09","Available. Released 2021, July 09",164 x 75.5 x 8.4 mm (6.46 x 2.97 x 0.33 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.58 inches, 104.3 cm2 (~84.2% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,"Android 11, Funtouch 11.1",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",GPS,No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5000 mAh, non-removable",33W wired,,"Blue Purple, Black Green",,,,About 260 EUR,,,"360,184 hits",
229,vivo X60t Pro+,TRUE,TRUE,TRUE,TRUE,"2021, June 28","Available. Released 2021, June 28",158.6 x 73.4 x 9.1 mm (6.24 x 2.89 x 0.36 in),191 g (6.74 oz),"Glass front, eco leather back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.56 inches, 104.6 cm2 (~89.8% screen-to-body ratio)",1080 x 2376 pixels (~398 ppi density),,,"Android 11, OriginOS 1.0",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,Adreno 660,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.6, (wide), 1/1.31"", 1.2µm, dual pixel PDAF, Laser AF, OIS
8 MP, f/3.4, 125mm (periscope telephoto), 1/4.0"", PDAF, OIS, 5x optical zoom
12 MP, f/2.0, 50mm (telephoto), PDAF, 2x optical zoom
48 MP, 114˚ (ultrawide), 1/2.0"", 0.8µm, gimbal OIS, PDAF","Zeiss optics, Zeiss T* lens coating, Pixel Shift, dual-LED dual-tone flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS, BDS, GALILEO, NavIC",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass, color spectrum","4200 mAh, non-removable",55W wired,,"Orange, Emperor Blue",V2056A,0.80 W/kg (head)     0.47 W/kg (body)     ,,About 650 EUR,,,"315,663 hits",
230,vivo V21e 5G,TRUE,TRUE,TRUE,TRUE,"2021, June 24","Available. Released 2021, June 28",160.6 x 73.9 x 7.7 or 7.8 mm,165 g or 167 g (5.82 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 430 nits (typ), 600 nits (HBM)","6.44 inches, 100.1 cm2 (~84.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,,"Android 11, Funtouch 11.1",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),128GB 8GB RAM,"64 MP, f/1.8, 26mm (wide), 1/1.7X"", 0.8µm, PDAF
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4000 mAh, non-removable","44W wired, 72% in 30 min (advertised)",,"Sunset Jazz, Dark Pearl",V2055,0.86 W/kg (head)     0.72 W/kg (body)     ,,"₹ 23,990",,,"731,037 hits",
231,vivo Y53s,TRUE,TRUE,TRUE,TRUE,"2021, June 09","Available. Released 2021, June 11",164 x 75.3 x 8.5 mm (6.46 x 2.96 x 0.33 in),189 g (6.67 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz","6.58 inches, 104.3 cm2 (~84.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,"Android 11, OriginOS 1.0",Qualcomm SM4350 Snapdragon 480 5G (8 nm),Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460),Adreno 619,No,"128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","1080p@30/60fps, gyro-EIS","8 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5000 mAh, non-removable",18W wired,,"Black, Blue, Silver","V2111A, V2058",,,About 230 EUR,,,"805,355 hits",
232,vivo Y70t,TRUE,TRUE,TRUE,TRUE,"2021, June 03","Available. Released 2021, June 03",162 x 76.6 x 8.5 mm (6.38 x 3.02 x 0.33 in),190 g (6.70 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.53 inches, 104.7 cm2 (~84.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,,"Android 10, Funtouch 10.5",Exynos 880 (8 nm),Octa-core (2x2.0 GHz Cortex-A77 & 6x1.8 GHz Cortex-A55),Mali-G76 MP5,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","8 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO",No,No,"microUSB 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","4500 mAh, non-removable",18W wired,,"Black, Blue, White",V2002A,,,About 190 EUR,,,"147,363 hits",
233,vivo X60s,TRUE,TRUE,TRUE,TRUE,"2021, May 24","Available. Released 2021, May 24",158.6 x 73.2 x 7.6 mm (6.24 x 2.88 x 0.30 in),176 g (6.21 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 120Hz, HDR10+","6.56 inches, 104.6 cm2 (~90.1% screen-to-body ratio)",1080 x 2376 pixels (~398 ppi density),,,"Android 11, OriginOS 1.0",Exynos 1080 (5 nm),Octa-core (1x2.8 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G78 MP10,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
13 MP, f/2.5, 50mm (telephoto), 1/2.8"", 0.8µm, PDAF, 2x optical zoom
13 MP, f/2.2, 120˚, 16mm (ultrawide)","Zeiss optics, Pixel Shift, LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass, color spectrum","4200 mAh, non-removable",33W wired,,"Gray, Aurora, White",V2059A,,,About 460 EUR,,,"69,070 hits",
234,vivo iQOO Neo5 Lite,TRUE,TRUE,TRUE,TRUE,"2021, March 24","Available. Released 2021, March 24",164 x 75.5 x 8.9 mm (6.46 x 2.97 x 0.35 in),198.3 g (6.98 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 144Hz, HDR10","6.57 inches, 104.0 cm2 (~84.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~402 ppi density)",,,"Android 11, OriginOS 1.0",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 16mm, 120˚ (ultrawide)
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD, aptX Adaptive","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","4500 mAh, non-removable","44W wired, 70% in 33 min (advertised)",,"Black, White",V2118A,,,About 290 EUR,,,"185,453 hits",
235,vivo Y52 5G,TRUE,TRUE,TRUE,TRUE,"2021, May 18","Available. Released 2021, June 20",164 x 75.3 x 8.5 mm (6.46 x 2.96 x 0.33 in),193 g (6.81 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.58 inches, 104.3 cm2 (~84.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,"Android 11, Funtouch 11.1",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),128GB 4GB RAM,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5000 mAh, non-removable",18W wired,,"Shiny Black, Glacier Blue",V2053,,,About 240 EUR,,,"300,605 hits",
